Region,BGC,SS_NoSpace,Standard,PreferredAcceptable,Suitability,Species,FN1,FN2,FN3,FN4,FN5,Flag,Note
Pr Rupert,ICHwc,ICHwc/01,85149,P,1,Bl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/01,85149,X,3,Ep,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/01,85149,P,1,Hw,32,,,,,0,
Pr Rupert,ICHwc,ICHwc/01,85149,A,2,Pl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/01,85149,P,1,Sx,,,,,,0,
Pr Rupert,ICHwc,ICHwc/02,85150,X,3,At,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/02,85150,A,3,Bl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/02,85150,A,3,Hw,,,,,,0,
Pr Rupert,ICHwc,ICHwc/02,85150,P,1,Pl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/03,85151,X,3,At,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/03,85151,P,1,Bl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/03,85151,X,3,Ep,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/03,85151,P,1,Hw,32,,,,,0,
Pr Rupert,ICHwc,ICHwc/03,85151,P,1,Pl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/03,85151,P,1,Sx,28,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,X,3,Act,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,X,3,At,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,P,1,Bl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,X,3,Ep,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,A,2,Hw,32,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,X,3,Pl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/04,85152,P,1,Sx,,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,X,3,Act,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,X,3,At,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,P,1,Bl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,X,3,Ep,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,A,2,Hw,32,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,X,3,Pl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/05,85153,P,1,Sx,,,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,X,3,Act,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,X,3,At,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,P,1,Bl,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,X,3,Ep,900,,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,A,3,Hw,1,32,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,X,3,Pl,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/06,85154,P,1,Sx,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/07,85155,P,2,Bl,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/07,85155,A,3,Hw,1,32,,,,0,
Pr Rupert,ICHwc,ICHwc/07,85155,A,3,Pl,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/07,85155,P,1,Sx,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/08,85156,X,3,Act,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/08,85156,X,3,At,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/08,85156,P,1,Bl,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/08,85156,X,3,Ep,901,,,,,0,
Pr Rupert,ICHwc,ICHwc/08,85156,A,3,Hw,1,32,,,,0,
Pr Rupert,ICHwc,ICHwc/08,85156,P,1,Sx,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/51,85157,P,2,Bl,,,,,,0,
Pr Rupert,ICHwc,ICHwc/51,85157,P,2,Sx,,,,,,0,
Pr Rupert,ICHwc,ICHwc/52,85158,P,3,Bl,1,,,,,0,
Pr Rupert,ICHwc,ICHwc/52,85158,P,3,Sx,1,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,X,3,Act,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,X,3,At,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,A,2,Bl,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,P,1,Cw,,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,X,3,Ep,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,P,1,Fd,9,14,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,P,1,Hw,,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,A,3,Pw,31,,,,,0,
Kamloops,ICHwk1,ICHwk1/01,82099,P,1,Sx,,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,X,3,Act,901,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,X,3,At,901,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,A,2,Bl,10,13,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,P,1,Cw,,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,X,3,Ep,901,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,P,1,Fd,9,14,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,P,1,Hw,,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,A,3,Pw,31,,,,,0,
Nelson,ICHwk1,ICHwk1/01,83081,P,1,Sx,,,,,,0,
Pr George,ICHwk1,ICHwk1/01,81131,A,2,Bl,10,13,,,,0,
Pr George,ICHwk1,ICHwk1/01,81131,P,1,Cw,,,,,,0,
Pr George,ICHwk1,ICHwk1/01,81131,P,1,Fd,9,14,,,,0,
Pr George,ICHwk1,ICHwk1/01,81131,P,1,Hw,,,,,,0,
Pr George,ICHwk1,ICHwk1/01,81131,A,3,Pw,31,,,,,0,
Pr George,ICHwk1,ICHwk1/01,81131,P,1,Sx,,,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,X,3,Bl,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,P,3,Cw,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,P,1,Fd,,,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,X,3,Hw,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,P,1,Pl,51,,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,A,3,Pw,31,,,,,0,
Kamloops,ICHwk1,ICHwk1/02,82100,A,3,Sx,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/03,82101,X,3,Bl,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/03,82101,P,2,Cw,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/03,82101,P,1,Fd,,,,,,0,
Kamloops,ICHwk1,ICHwk1/03,82101,A,2,Hw,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/03,82101,A,3,Pw,31,,,,,0,
Kamloops,ICHwk1,ICHwk1/03,82101,A,3,Sx,10,13,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,X,3,Bl,,,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,A,3,Cw,,,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,P,1,Fd,,,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,X,3,Hw,,,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,P,1,Pl,,,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,A,3,Pw,31,,,,,0,
Pr George,ICHwk1,ICHwk1/03,81132,A,3,Sx,,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,X,3,Act,901,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,X,3,At,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,X,3,Bl,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,P,2,Cw,,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,X,3,Ep,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,P,1,Fd,9,14,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,A,2,Hw,,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,A,3,Pw,31,,,,,0,
Kamloops,ICHwk1,ICHwk1/04,82102,P,2,Sx,10,13,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,X,3,Act,901,,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,X,3,At,901,,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,X,3,Bl,10,13,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,P,2,Cw,,,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,X,3,Ep,901,,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,P,1,Fd,9,14,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,A,2,Hw,,,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,A,3,Pw,31,,,,,0,
Nelson,ICHwk1,ICHwk1/04,83082,P,2,Sx,10,13,,,,0,
Pr George,ICHwk1,ICHwk1/04,81133,X,3,Bl,10,13,,,,0,
Pr George,ICHwk1,ICHwk1/04,81133,A,3,Cw,,,,,,0,
Pr George,ICHwk1,ICHwk1/04,81133,P,1,Fd,9,14,,,,0,
Pr George,ICHwk1,ICHwk1/04,81133,X,3,Hw,,,,,,0,
Pr George,ICHwk1,ICHwk1/04,81133,A,3,Pw,31,,,,,0,
Pr George,ICHwk1,ICHwk1/04,81133,P,2,Sx,10,13,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,X,3,Act,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,X,3,At,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,A,2,Bl,,,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,P,1,Cw,32,,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,X,3,Ep,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,A,2,Fd,1,14,32,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,A,2,Hw,32,,,,,0,
,,,,,,,,,,,,,
Kamloops,ICHwk1,ICHwk1/05,82103,A,3,Pw,31,,,,,0,
Kamloops,ICHwk1,ICHwk1/05,82103,P,1,Sx,,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,X,3,Act,901,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,X,3,At,901,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,A,2,Bl,,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,P,1,Cw,32,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,X,3,Ep,901,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,A,2,Fd,1,9,14,32,,0,
Nelson,ICHwk1,ICHwk1/05,83083,A,2,Hw,32,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,A,3,Pw,31,,,,,0,
Nelson,ICHwk1,ICHwk1/05,83083,P,1,Sx,,,,,,0,
Pr George,ICHwk1,ICHwk1/05,81134,A,2,Bl,,,,,,0,
Pr George,ICHwk1,ICHwk1/05,81134,P,1,Cw,32,,,,,0,
Pr George,ICHwk1,ICHwk1/05,81134,A,2,Fd,1,9,14,32,,0,
Pr George,ICHwk1,ICHwk1/05,81134,A,2,Hw,32,,,,,0,
,,,,,,,,,,,,,
Pr George,ICHwk1,ICHwk1/05,81134,A,3,Pw,31,,,,,0,
Pr George,ICHwk1,ICHwk1/05,81134,P,1,Sx,,,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,X,3,Act,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,X,3,At,901,,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,A,2,Bl,1,,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,P,1,Cw,1,32,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,X,3,Ep,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,A,2,Hw,1,32,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,A,3,Pw,1,31,,,,0,
Kamloops,ICHwk1,ICHwk1/06,82104,P,1,Sx,1,,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,X,3,Act,901,,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,X,3,At,901,,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,A,2,Bl,1,,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,P,1,Cw,1,32,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,X,3,Ep,901,,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,A,2,Hw,1,32,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,A,3,Pw,1,31,,,,0,
Nelson,ICHwk1,ICHwk1/06,83084,P,1,Sx,1,,,,,0,
Pr George,ICHwk1,ICHwk1/06,81135,P,1,Bl,1,,,,,0,
Pr George,ICHwk1,ICHwk1/06,81135,P,1,Cw,1,32,,,,0,
Pr George,ICHwk1,ICHwk1/06,81135,A,2,Hw,1,32,,,,0,
Pr George,ICHwk1,ICHwk1/06,81135,A,3,Pw,1,31,,,,0,
Pr George,ICHwk1,ICHwk1/06,81135,P,1,Sx,1,,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,X,3,Act,900,,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,X,3,At,901,,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,A,2,Bl,1,,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,P,1,Cw,1,32,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,X,3,Ep,901,,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,P,1,Hw,1,32,,,,0,
Kamloops,ICHwk1,ICHwk1/07,82105,P,1,Sx,1,,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,X,3,Act,901,,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,X,3,At,901,,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,A,2,Bl,1,,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,P,1,Cw,1,32,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,X,3,Ep,901,,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,A,2,Hw,1,32,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,A,3,Pw,1,31,,,,0,
Nelson,ICHwk1,ICHwk1/07,83085,P,1,Sx,1,,,,,0,
Pr George,ICHwk1,ICHwk1/07,81136,A,2,Bl,1,,,,,0,
Pr George,ICHwk1,ICHwk1/07,81136,P,1,Cw,1,32,,,,0,
Pr George,ICHwk1,ICHwk1/07,81136,A,2,Hw,1,32,,,,0,
Pr George,ICHwk1,ICHwk1/07,81136,A,3,Pw,1,31,,,,0,
Pr George,ICHwk1,ICHwk1/07,81136,P,1,Sx,,,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,X,3,Act,901,,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,X,3,At,901,,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,A,2,Bl,1,,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,P,1,Cw,1,32,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,X,3,Ep,901,,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,P,1,Hw,1,32,,,,0,
Nelson,ICHwk1,ICHwk1/08,83086,P,1,Sx,1,,,,,0,
Pr George,ICHwk1,ICHwk1/08,81137,A,2,Bl,1,,,,,0,
Pr George,ICHwk1,ICHwk1/08,81137,P,1,Cw,1,32,,,,0,
Pr George,ICHwk1,ICHwk1/08,81137,P,1,Hw,1,32,,,,0,
Pr George,ICHwk1,ICHwk1/08,81137,P,1,Sx,1,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,X,3,Act,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,X,3,At,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,A,2,Bl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,A,2,Cw,37,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,X,3,Ep,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,P,1,Fd,,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,A,2,Hw,37,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,P,1,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/01,80072,P,1,Sx,,,,,,0,
Cariboo,ICHwk2,ICHwk2/02,80073,X,3,At,901,,,,,0,
Cariboo,ICHwk2,ICHwk2/02,80073,A,3,Bl,28,,,,,0,
Cariboo,ICHwk2,ICHwk2/02,80073,X,3,Cw,28,37,53,,,0,
Cariboo,ICHwk2,ICHwk2/02,80073,P,1,Fd,,,,,,0,
Cariboo,ICHwk2,ICHwk2/02,80073,A,3,Hw,28,37,,,,0,
Cariboo,ICHwk2,ICHwk2/02,80073,P,1,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/03,80074,X,3,At,901,,,,,0,
Cariboo,ICHwk2,ICHwk2/03,80074,A,3,Bl,28,,,,,0,
Cariboo,ICHwk2,ICHwk2/03,80074,X,3,Cw,28,37,53,,,0,
Cariboo,ICHwk2,ICHwk2/03,80074,P,1,Fd,,,,,,0,
Cariboo,ICHwk2,ICHwk2/03,80074,X,3,Hw,28,37,,,,0,
Cariboo,ICHwk2,ICHwk2/03,80074,P,1,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,X,3,At,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,X,3,Bl,28,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,X,3,Cw,28,37,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,X,3,Ep,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,P,1,Fd,,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,A,2,Hw,37,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,P,1,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/04,80075,X,3,Sx,,,,,,0,
Cariboo,ICHwk2,ICHwk2/05,80076,X,3,Act,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/05,80076,A,2,Bl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/05,80076,A,2,Cw,37,,,,,0,
Cariboo,ICHwk2,ICHwk2/05,80076,P,1,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/05,80076,P,1,Sx,,,,,,0,
Cariboo,ICHwk2,ICHwk2/06,80077,X,3,Act,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/06,80077,A,2,Bl,32,,,,,0,
Cariboo,ICHwk2,ICHwk2/06,80077,P,2,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/06,80077,P,1,Sx,32,,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,X,3,Act,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,X,3,At,901,,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,A,2,Bl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,P,2,Cw,32,37,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,X,3,Ep,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,P,1,Fd,1,32,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,A,2,Hw,32,37,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,A,2,Pl,,,,,,0,
Cariboo,ICHwk2,ICHwk2/07,80078,P,1,Sx,,,,,,0,
Cariboo,ICHwk2,ICHwk2/08,80079,X,3,Act,900,,,,,0,
Cariboo,ICHwk2,ICHwk2/08,80079,A,2,Bl,1,32,,,,0,
Cariboo,ICHwk2,ICHwk2/08,80079,P,2,Cw,1,32,37,,,0,
Cariboo,ICHwk2,ICHwk2/08,80079,X,3,Hw,1,32,37,,,0,
Cariboo,ICHwk2,ICHwk2/08,80079,P,1,Sx,1,32,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,X,3,Act,901,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,X,3,At,900,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,A,2,Bl,29,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,P,1,Cw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,X,3,Ep,900,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,P,2,Fd,32,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,A,2,Hw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,A,2,Pl,34,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138,P,1,Sx,,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138CC,,1,Fd,32,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138CC,,2,Sx,,,,,,0,
Pr George,ICHwk3,ICHwk3/01,81138CC,,3,Bl,29,,,,,0,
Pr George,ICHwk3,ICHwk3/02,81139,P,2,Hw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/02,81139,P,1,Pl,34,,,,,0,
Pr George,ICHwk3,ICHwk3/02,81139,A,3,Sx,,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,X,3,At,901,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,X,3,Bl,29,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,A,3,Cw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,X,3,Ep,901,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,P,1,Fd,,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,A,2,Hw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,P,2,Pl,34,,,,,0,
Pr George,ICHwk3,ICHwk3/03,81140,A,3,Sx,,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,X,3,At,900,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,X,3,Bl,29,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,A,3,Cw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,X,3,Ep,900,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,P,1,Fd,,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,A,2,Hw,37,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,P,1,Pl,,,,,,0,
Pr George,ICHwk3,ICHwk3/04,81141,A,3,Sx,,,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,X,3,Act,900,,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,X,3,At,900,,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,A,2,Bl,29,,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,P,1,Cw,32,37,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,X,3,Ep,900,,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,P,1,Fd,1,32,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,X,3,Hw,32,37,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,A,2,Pl,34,,,,,0,
Pr George,ICHwk3,ICHwk3/05,81142,P,1,Sx,35,,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,X,3,Act,900,,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,X,3,At,900,,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,A,2,Bl,1,29,32,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,P,1,Cw,32,37,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,X,3,Ep,900,,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,X,3,Hw,32,37,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,A,2,Pl,1,34,,,,0,
Pr George,ICHwk3,ICHwk3/06,81143,P,1,Sx,1,32,35,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,X,3,Act,901,,,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,X,3,At,900,,,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,A,3,Cw,32,37,,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,X,3,Ep,900,,,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,A,2,Hw,32,37,,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,P,1,Pl,1,34,,,,0,
Pr George,ICHwk3,ICHwk3/07,81144,P,2,Sx,1,32,35,,,0,
Pr George,ICHwk3,ICHwk3/08,81145,X,3,Act,901,,,,,0,
Pr George,ICHwk3,ICHwk3/08,81145,A,2,Bl,1,29,32,,,0,
Pr George,ICHwk3,ICHwk3/08,81145,P,1,Cw,1,32,37,,,0,
Pr George,ICHwk3,ICHwk3/08,81145,A,2,Hw,1,32,37,,,0,
Pr George,ICHwk3,ICHwk3/08,81145,P,1,Sx,1,32,35,,,0,
Pr George,ICHwk3,ICHwk3/09,81146,A,2,Bl,1,29,32,,,0,
Pr George,ICHwk3,ICHwk3/09,81146,P,1,Pl,1,34,,,,0,
Pr George,ICHwk3,ICHwk3/09,81146,X,3,Sb,,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,X,3,Act,900,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,X,3,At,900,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,A,2,Bl,,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,A,2,Cw,37,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,X,3,Ep,900,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,P,1,Fd,,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,A,2,Hw,37,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,P,1,Pl,,,,,,0,
Cariboo,ICHwk4,ICHwk4/01,80080,P,1,Sx,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,X,3,Act,901,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,X,3,At,900,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,A,2,Bl,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,P,2,Cw,37,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,X,3,Ep,900,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,P,1,Fd,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,A,2,Hw,37,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,P,1,Pl,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147,P,1,Sx,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,X,3,Act,901,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,X,3,At,900,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,A,3,Bl,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,P,1,Cw,37,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,X,3,Ep,900,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,P,1,Fd,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,P,1,Hw,37,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,A,3,Pl,,,,,,0,
Pr George,ICHwk4,ICHwk4/01,81147CC,A,2,Sx,,,,,,0,
